route_id,service_id,trip_id,realtime_trip_id,trip_headsign,trip_short_name,trip_long_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
152361,1874,379396673,GVB:50:61599,Isolatorweg,61599,,1,,1624811,0,1
152361,1874,379396674,GVB:50:61661,Gein,61661,,0,,1624809,0,1
152361,1874,379396675,GVB:50:61631,Isolatorweg,61631,,1,,1624811,0,1
152361,1874,379396676,GVB:50:61685,Gein,61685,,0,,1624809,0,1
152361,1874,379396677,GVB:50:61780,Isolatorweg,61780,,1,,1624811,0,1
152361,1874,379396678,GVB:50:61600,Gein,61600,,0,,1624809,0,1
152361,1874,379396679,GVB:50:61727,Isolatorweg,61727,,1,,1624811,0,1
152361,1874,379396680,GVB:50:61632,Gein,61632,,0,,1624809,0,1
152361,1874,379396681,GVB:50:61662,Isolatorweg,61662,,1,,1624811,0,1
152361,1874,379396682,GVB:50:61781,Gein,61781,,0,,1624809,0,1
152361,1874,379396683,GVB:50:61686,Isolatorweg,61686,,1,,1624811,0,1
152361,1874,379396684,GVB:50:61728,Gein,61728,,0,,1624809,0,1
152361,1874,379396685,GVB:50:61601,Isolatorweg,61601,,1,,1624811,0,1
152361,1874,379396686,GVB:50:61663,Gein,61663,,0,,1624809,0,1
152361,1874,379396687,GVB:50:61633,Isolatorweg,61633,,1,,1624811,0,1
152361,1874,379396688,GVB:50:61687,Gein,61687,,0,,1624809,0,1
152361,1874,379396689,GVB:50:61782,Isolatorweg,61782,,1,,1624811,0,1
152361,1874,379396690,GVB:50:61602,Gein,61602,,0,,1624809,0,1
152361,1874,379396691,GVB:50:61729,Isolatorweg,61729,,1,,1624811,0,1
152361,1874,379396692,GVB:50:61634,Gein,61634,,0,,1624809,0,1
152361,1874,379396693,GVB:50:61688,Isolatorweg,61688,,1,,1624814,0,1
152361,446,379396882,GVB:50:63570,Gein,63570,,0,,1624809,0,2
152361,446,379396883,GVB:50:63538,Gein,63538,,0,,1584511,0,2
152361,446,379396884,GVB:50:63697,Isolatorweg,63697,,1,,1584529,0,2
152361,446,379396885,GVB:50:63506,Gein,63506,,0,,1624809,0,2
152361,446,379396886,GVB:50:63674,Gein,63674,,0,,1584511,0,2
152361,446,379396887,GVB:50:63539,Isolatorweg,63539,,1,,1624811,0,2
152361,446,379396888,GVB:50:63727,Isolatorweg,63727,,1,,1584529,0,2
152361,446,379396889,GVB:50:63698,Gein,63698,,0,,1624809,0,2
152361,446,379396890,GVB:50:63675,Isolatorweg,63675,,1,,1624811,0,2
152361,446,379396891,GVB:50:63728,Gein,63728,,0,,1624809,0,2
152361,446,379396892,GVB:50:63571,Isolatorweg,63571,,1,,1624811,0,2
152361,446,379396893,GVB:50:63540,Gein,63540,,0,,1624809,0,2
152361,446,379396894,GVB:50:63507,Isolatorweg,63507,,1,,1624814,0,2
152361,446,379396895,GVB:50:63676,Gein,63676,,0,,1624810,0,2
152361,446,379396896,GVB:50:63699,Isolatorweg,63699,,1,,1624811,0,2
152361,446,379396897,GVB:50:63572,Gein,63572,,0,,1624810,0,2
152361,446,379396898,GVB:50:63729,Isolatorweg,63729,,1,,1624814,0,2
152361,446,379396899,GVB:50:63644,Gein,63644,,0,,1584511,0,2
152361,446,379396900,GVB:50:63590,Gein,63590,,0,,1624809,0,2
152361,446,379396901,GVB:50:63541,Isolatorweg,63541,,1,,1624811,0,2
152361,446,379396902,GVB:50:63510,Gein,63510,,0,,1624810,0,2
152361,446,379396903,GVB:50:63616,Isolatorweg,63616,,1,,1584529,0,2
152361,446,379396904,GVB:50:63645,Isolatorweg,63645,,1,,1624811,0,2
152361,446,379396905,GVB:50:63700,Gein,63700,,0,,1624809,0,2
152361,446,379396906,GVB:50:63677,Isolatorweg,63677,,1,,1624813,0,2
152361,446,379396907,GVB:50:63617,Gein,63617,,0,,1624810,0,2
152361,446,379396908,GVB:50:63573,Isolatorweg,63573,,1,,1624813,0,2
152361,446,379396909,GVB:50:63732,Gein,63732,,0,,1624809,0,2
152361,446,379396910,GVB:50:63591,Isolatorweg,63591,,1,,1624811,0,2
152361,446,379396911,GVB:50:63542,Gein,63542,,0,,1624810,0,2
152361,446,379396912,GVB:50:63511,Isolatorweg,63511,,1,,1624813,0,2
152361,446,379396913,GVB:50:63646,Gein,63646,,0,,1624809,0,2
152361,446,379396914,GVB:50:63701,Isolatorweg,63701,,1,,1624814,0,2
152361,446,379396915,GVB:50:63678,Gein,63678,,0,,1624810,0,2
152361,446,379396916,GVB:50:63618,Isolatorweg,63618,,1,,1624812,0,2
152361,446,379396917,GVB:50:63574,Gein,63574,,0,,1624809,0,2
152361,446,379396918,GVB:50:63733,Isolatorweg,63733,,1,,1624814,0,2
152361,446,379396919,GVB:50:63592,Gein,63592,,0,,1624810,0,2
152361,446,379396920,GVB:50:63543,Isolatorweg,63543,,1,,1624813,0,2
152361,446,379396921,GVB:50:63512,Gein,63512,,0,,1624809,0,2
152361,446,379396922,GVB:50:63647,Isolatorweg,63647,,1,,1624811,0,2
152361,446,379396923,GVB:50:63704,Gein,63704,,0,,1624810,0,2
152361,446,379396924,GVB:50:63679,Isolatorweg,63679,,1,,1624813,0,2
152361,446,379396925,GVB:50:63621,Gein,63621,,0,,1624809,0,2
152361,446,379396926,GVB:50:63575,Isolatorweg,63575,,1,,1624811,0,2
152361,446,379396927,GVB:50:63736,Gein,63736,,0,,1624810,0,2
